no,title,local_category,food_category_1st,food_category_2nd,dining_food_cate_1,dining_food_cate_2,information,isParking,isValet,isPet,isPackaging,isReservation,address,telephone,menu1,price1,menu2,price2,menu_URL,diningcode_Star,diningcode_Score,comment,comment_weight,rank_score,mon_business,mon_breaktime,tues_business,tues_breaktime,wed_business,wed_breaktime,thurs_business,thurs_breaktime,fri_business,fri_breaktime,sat_business,sat_breaktime,sun_business,sun_breaktime,latitude,longitude,img_file1,img_file2,closest_parking_name,closest_parking_address,closest_parking_latitude,closest_parking_longitude
571,천상가옥,성수,카페,카페,카페,크루키,"예쁜, 점심식사, 저녁식사, 테라스, 정원",FALSE,FALSE,FALSE,FALSE,FALSE,서울시 성동구 성수동2가 322-4 성수연방 3층,010-2770-3753,크루키,"6,900원",천상가옥(Only Ice),"7,000원",https://www.diningcode.com/profile.php?rid=kvhFvQegWELq,4.2,82,28,0.7,241.08, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,,37.54151571,127.0569692,C:\projects\blackmamba\media\571_01.jpg,C:\projects\blackmamba\media\571_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
115,우동가조쿠 성수점,성수,일식,우동,우동,붓가케우동,"서민적인, 점심식사, 저녁식사, 저녁, 점심, 아침",FALSE,FALSE,FALSE,FALSE,FALSE,서울시 성동구 성수동2가 301-53,0507-1368-2177,붓가케우동,"8,500원",키츠네우동,"9,000원",https://www.diningcode.com/profile.php?rid=URGy52fK9GSD,4.3,80,22,0.7,240.8, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00,37.54396814,127.0506374,C:\projects\blackmamba\media\115_01.jpg,C:\projects\blackmamba\media\115_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
273,봄의정원 성수점,성수,양식,와인바,와인,레스토랑,"예쁜, 점심식사, 저녁식사, 저녁, 예약필수, 정원, 와인콜키지",FALSE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동2가 271-24,0507-1372-0201,Food,"13,000원",와인,"25,000원",https://www.diningcode.com/profile.php?rid=MOgR2uYD3kEL,4.3,80,24,0.7,240.8, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,,37.54171265,127.0582891,C:\projects\blackmamba\media\273_01.jpg,C:\projects\blackmamba\media\273_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
61,밀본,성수,한식,국수,칼국수,고기덮밥,"깔끔한, 점심식사, 저녁식사, 점심, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 300-80,02-499-9801,손칼국수,"9,500원",고기덮밥,"9,500원",https://www.diningcode.com/profile.php?rid=Q48keQoe8vx7,4.1,83,21,0.7,238.21, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00,휴무일,,휴무일,,37.546467,127.0513881,C:\projects\blackmamba\media\61_01.jpg,C:\projects\blackmamba\media\61_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
103,카린지,성수,일식,카레,카레,돈카츠,"캐주얼한, 점심식사, 저녁식사, 저녁, 점심, 바자리",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-629,0507-1322-8486,[카린지] 런치메뉴,0원,토마토카츠카레,"12,900원",https://www.diningcode.com/profile.php?rid=p8yufikep5mL,4.2,81,30,0.7,238.14, 11:30 - 23:00, 15:00 - 17:30, 11:30 - 23:00, 15:00 - 17:30, 11:30 - 23:00, 15:00 - 17:30, 11:30 - 23:00, 15:00 - 17:30, 11:30 - 23:00, 15:00 - 17:30, 11:30 - 23:00, 15:00 - 17:30, 11:30 - 23:00, 15:00 - 17:30,37.54575393,127.0459826,C:\projects\blackmamba\media\103_01.jpg,C:\projects\blackmamba\media\103_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
813,하노이102,서울숲,아시안,쌀국수,쌀국수,반쎄오,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반",FALSE,FALSE,TRUE,FALSE,FALSE,서울특별시 성동구 성수동1가 668-18,0507-1433-5102,하노이 쌀국수,"9,000원",분보남보,"13,000원",https://www.diningcode.com/profile.php?rid=bD7Pq77b5inx,4.2,81,26,0.7,238.14, 11:30 - 21:00, 15:30 - 17:00,휴무일,, 11:30 - 21:00, 15:30 - 17:00, 11:30 - 21:00, 15:30 - 17:00, 11:30 - 21:00, 15:30 - 17:00, 11:30 - 21:00, 15:30 - 17:00, 11:30 - 21:00, 15:30 - 17:00,37.54734888,127.0435985,C:\projects\blackmamba\media\813_01.jpg,C:\projects\blackmamba\media\813_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
816,꾸아 성수점,성수동,아시안,쌀국수,베트남쌀국수,베트남음식,"이국적/이색적, 점심식사, 저녁식사, 저녁, 점심",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 668-59,0507-1364-0136,왕갈비 쌀국수,"15,000원",반세오,"28,000원",https://www.diningcode.com/profile.php?rid=4gNCAPd6GV2K,4.3,78,27,0.7,234.78, 11:30 - 21:30, 15:30 - 16:30, 11:30 - 21:30, 15:30 - 16:30, 11:30 - 21:30, 15:30 - 16:30, 11:30 - 21:30, 15:30 - 16:30, 11:30 - 21:30, 15:30 - 16:30, 11:30 - 21:30, 15:30 - 16:30, 11:30 - 21:30, 15:30 - 16:30,37.54660412,127.0433441,C:\projects\blackmamba\media\816_01.jpg,C:\projects\blackmamba\media\816_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
573,쎈느,성수,카페,카페,카페,커피,"깔끔한, 저녁, 점심, 테라스, 야외테라스, 발렛, 무료주차",TRUE,TRUE,FALSE,FALSE,FALSE,서울시 성동구 성수동2가 314-2,0507-1495-2127,,,,,https://www.diningcode.com/profile.php?rid=816eBLdd7tDQ,4.3,77,24,0.7,231.77, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,,37.54484836,127.053421,C:\projects\blackmamba\media\573_01.jpg,C:\projects\blackmamba\media\573_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
76,뚝도농원,성수동,한식,고깃집,오리로스구이,오리탕,"시끌벅적한, 점심식사, 저녁식사, 저녁, 예약가능",FALSE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동2가 302-34,0507-1422-3421,오겹살(기본),"18,000원",가브리살(기본),"19,000원",https://www.diningcode.com/profile.php?rid=tO9fDNb5c9L6,4.1,80,21,0.7,229.6, 13:00 - 23:00,, 13:00 - 23:00,, 13:00 - 23:00,, 12:00 - 22:00,, 13:00 - 23:00,, 12:00 - 22:00,, 12:00 - 22:00,,37.54515742,127.0531877,C:\projects\blackmamba\media\76_01.jpg,C:\projects\blackmamba\media\76_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
25,훼미리손칼국수,뚝섬역,한식,보쌈,보쌈,칼국수,"서민적인, 점심식사, 저녁식사, 저녁, 점심",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-970,02-463-5036,보쌈정식,"15,000원",손칼국수,"9,000원",https://www.diningcode.com/profile.php?rid=J20diROkHGEl,4.2,78,26,0.7,229.32, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,,37.54954385,127.0446903,C:\projects\blackmamba\media\25_01.jpg,C:\projects\blackmamba\media\25_02.jpg,뚝섬유수지 공영주차장,서울 성동구 성수동1가 685-63,37.54962783,127.0414565
516,송계옥 성수점,성수,한식,닭요리,닭구이,닭요리,"시끌벅적한, 점심식사, 저녁식사, 저녁, 점심",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 277-50,,닭구이 모둠 대,"44,000원",송계옥 비빔면,"9,000원",https://www.diningcode.com/profile.php?rid=KDQlOHglM8jf,4.2,78,22,0.7,229.32, 11:30 - 22:00, 14:30 - 16:00, 11:30 - 22:00, 14:30 - 16:00, 11:30 - 22:00, 14:30 - 16:00, 11:30 - 22:00, 14:30 - 16:00, 11:30 - 22:00, 14:30 - 16:00, 15:00 - 22:00,, 15:00 - 22:00,,37.54478113,127.059295,C:\projects\blackmamba\media\516_01.jpg,C:\projects\blackmamba\media\516_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
578,로우키,성수,카페,커피,커피,카페,"조용한, 점심식사, 저녁식사, 저녁, 테이크아웃, 야외자리, 로스터리",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 302-16,070-8824-2010,에스프레소,"5,000원",아메리카노,"5,000원",https://www.diningcode.com/profile.php?rid=JI0QtfXarLDr,4.2,78,21,0.7,229.32, 10:00 - 20:00,, 10:00 - 20:00,, 10:00 - 20:00,, 10:00 - 20:00,, 10:00 - 20:00,, 12:00 - 21:00,, 12:00 - 20:00,,37.54419577,127.0515837,C:\projects\blackmamba\media\578_01.jpg,C:\projects\blackmamba\media\578_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
1126,밸런스포케,서울숲,양식,샐러드,포케,샐러드,"캐주얼한, 점심식사, 저녁식사, 저녁, 점심, 포장가능, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 668-41,070-7585-2299,차돌포케(Beef Brisket Poke),"12,400원",하와이안 칠리 쉬림프(Hawaiian Chili Shrimp),"14,500원",https://www.diningcode.com/profile.php?rid=ByZbsx52ITDO,4.8,79,12,0.6,227.52, 11:00 - 21:00, 15:00 - 16:00, 11:00 - 21:00, 15:00 - 16:00, 11:00 - 21:00, 15:00 - 16:00, 11:00 - 21:00, 15:00 - 16:00, 11:00 - 21:00, 15:00 - 16:00, 11:00 - 21:00, 15:00 - 16:00, 11:00 - 21:00, 15:00 - 16:00,37.54690801,127.0438841,C:\projects\blackmamba\media\1126_01.jpg,C:\projects\blackmamba\media\1126_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
812,팜티진쌀국수,서울숲,아시안,쌀국수,쌀국수,베트남쌀국수,"서민적인, 아침식사, 점심식사, 저녁식사, 저녁, 점심, 아침, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-3,02-2293-2214,소고기 쌀국수,"10,000원",소고기쌀국수(특),"13,000원",https://www.diningcode.com/profile.php?rid=8Egow2FQiNc5,4.6,82,20,0.6,226.32, 10:00 - 20:00,, 10:00 - 20:00,, 10:00 - 20:00,, 10:00 - 20:00,, 10:00 - 20:00,, 10:00 - 20:00,, 10:00 - 20:00,,37.54266308,127.0451985,C:\projects\blackmamba\media\812_01.jpg,C:\projects\blackmamba\media\812_02.jpg,서울숲 공영주차장,서울 성동구 성수동1가 643,37.54179124,127.0426424
34,문화식당,성수,양식,파스타,파스타,양식,"예쁜, 점심식사, 저녁식사, 저녁, 예약필수, 바테이블",FALSE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동2가 310-21,0507-1445-9026,오무라이스,"16,000원",뇨끼,"22,000원",https://www.diningcode.com/profile.php?rid=12eSZlBZBMxp,4.2,76,22,0.7,223.44, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00,37.542307,127.0538121,C:\projects\blackmamba\media\34_01.jpg,C:\projects\blackmamba\media\34_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
100,진작다이닝,성수,일식,초밥,후토마키,퓨전일식,"깔끔한, 점심식사, 저녁식사, 저녁, 바테이블, 반려동물동반, 배달",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-1250,0507-1357-7415,후토마끼,"16,900원",카이센동,"28,900원",https://www.diningcode.com/profile.php?rid=LvltolAs184k,4.2,76,29,0.7,223.44, 11:30 - 21:00,, 11:30 - 21:00,, 11:30 - 21:00,, 11:30 - 21:00,, 11:30 - 21:00,, 11:30 - 21:00,, 11:30 - 20:30,,37.54931506,127.045689,C:\projects\blackmamba\media\100_01.jpg,C:\projects\blackmamba\media\100_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
282,마리오네,성수,양식,피자,나폴리피자,파스타,"이국적/이색적, 점심식사, 저녁식사, 포장가능, 주차",TRUE,FALSE,FALSE,TRUE,FALSE,서울 성동구 성수동2가 269-107,0507-1381-6779,톤노마레,"25,000원",마르게리따 +리코타,"23,500원",https://www.diningcode.com/profile.php?rid=Nb2qVp8mlYB2,4.8,77,20,0.6,221.76,휴무일,,휴무일,, 11:30 - 21:00,, 11:30 - 21:00,, 11:30 - 21:00,, 11:30 - 21:00,, 11:30 - 21:00,,37.53975635,127.0569183,C:\projects\blackmamba\media\282_01.jpg,C:\projects\blackmamba\media\282_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
129,오레노카츠,성수,일식,돈카츠,카츠,돈까스,"캐주얼한, 점심식사, 저녁식사, 저녁, 점심, 예약가능, 주차, 배달",TRUE,FALSE,FALSE,TRUE,TRUE,서울특별시 성동구 성수동1가 16-8,0507-1318-9976,오레노정식A,"17,500원",체다크림치즈 돈카츠,"13,000원",https://www.diningcode.com/profile.php?rid=Q6JmkFEDayjB,4.2,75,25,0.7,220.5, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00,37.54475374,127.0495209,C:\projects\blackmamba\media\129_01.jpg,C:\projects\blackmamba\media\129_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
607,카페 차,성수,카페,커피,커피,달고나밀크티,"깔끔한, 점심식사, 저녁식사, 테이크아웃, 반려동물동반, 배달",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동1가 685-408,070-8887-1014,달고나밀크티,"6,000원",달고나커피,"6,500원",https://www.diningcode.com/profile.php?rid=M7Pt9qoCiq3Q,4.2,75,23,0.7,220.5, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,,37.54784261,127.0418964,C:\projects\blackmamba\media\607_01.jpg,C:\projects\blackmamba\media\607_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
308,메종 파이프그라운드,성수동,양식,브런치,브런치카페,와인,"깔끔한, 아침식사, 점심식사, 저녁식사, 저녁, 점심, 콜키지, 무료주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 685-700,0507-1398-7624,M.P.G 옥수수 피자,"25,000원",크루아상 에그 베네딕트,"19,000원",https://www.diningcode.com/profile.php?rid=XaWoPendYTpZ,4.4,71,25,0.7,218.68, 10:00 - 21:00,, 10:00 - 21:00,, 10:00 - 21:00,, 10:00 - 21:00,, 10:00 - 21:00,, 10:00 - 21:00,, 10:00 - 21:00,,37.54446379,127.0438474,C:\projects\blackmamba\media\308_01.jpg,C:\projects\blackmamba\media\308_02.jpg,서울숲 공영주차장,서울 성동구 성수동1가 643,37.54179124,127.0426424
194,중앙감속기,성수,중식,중식당,중식,퓨전중식,"캐주얼한, 점심식사, 저녁식사, 예약필수, 콜키지",FALSE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동2가 301-98,0507-1316-9628,발사믹 꿔바로우,"23,000원",차돌 마라크림 짬뽕,"19,500원",https://www.diningcode.com/profile.php?rid=MgrpsKVYHNpv,4.1,76,27,0.7,218.12, 12:00 - 21:00, 15:00 - 17:30, 12:00 - 21:00, 15:00 - 17:30, 12:00 - 21:00, 15:00 - 17:30, 12:00 - 21:00, 15:00 - 17:30, 12:00 - 21:00, 15:00 - 17:30, 12:00 - 21:00, 15:00 - 17:30, 12:00 - 21:00, 15:00 - 17:30,37.54557352,127.0510941,C:\projects\blackmamba\media\194_01.jpg,C:\projects\blackmamba\media\194_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
43,계월곰탕,성수,한식,곰탕,닭곰탕,곰탕,"깔끔한, 점심식사, 저녁식사, 저녁, 점심, 바테이블, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 72-41,0507-1362-0327,백곰탕,"10,000원",홍곰탕,"11,000원",https://www.diningcode.com/profile.php?rid=jlPqLpyG8eZP,4.7,77,11,0.6,217.14, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00,37.53954908,127.0476321,C:\projects\blackmamba\media\43_01.jpg,C:\projects\blackmamba\media\43_02.jpg,성수1가1동 공영주차장,서울 성동구 성덕정1길 6,37.53993107,127.0463697
339,포어플랜,뚝섬역,술집,칵테일,위스키바,카페,"조용한, 아침식사, 점심식사, 저녁식사, 저녁, 테라스, 바테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-1068,0507-1305-7686,히비스커스 크림티,"6,800원",레몬 카모마일 티,"6,500원",https://www.diningcode.com/profile.php?rid=iStzyTXmRpS4,4.7,77,13,0.6,217.14, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,,37.54823765,127.0475019,C:\projects\blackmamba\media\339_01.jpg,C:\projects\blackmamba\media\339_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
69,꿉당 성수점,성수,한식,고깃집,돼지고기,고기집,"시끌벅적한, 점심식사, 저녁식사, 저녁, 점심, 콜키지프리, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 273-24,0507-1358-6564,KOKUMI 목살,"19,000원",오세트라 캐비아 30g,"65,000원",https://www.diningcode.com/profile.php?rid=eVSXdzJKBlzz,4.3,84,15,0.6,216.72, 16:00 - 22:50,, 16:00 - 22:50,, 16:00 - 22:50,, 16:00 - 22:50,, 16:00 - 22:50,, 12:00 - 22:50,, 12:00 - 22:50,,37.54324485,127.0576312,C:\projects\blackmamba\media\69_01.jpg,C:\projects\blackmamba\media\69_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
119,가조쿠,성수,일식,소바,소바,니싱소바,"깔끔한, 점심식사, 저녁식사, 저녁, 점심, 바테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울시 성동구 성수동2가 316-77 1층,0507-1434-2177,냉소바,"11,000원",가조쿠소바,"11,000원",https://www.diningcode.com/profile.php?rid=Wt0WhYTMjmYF,4.1,75,28,0.7,215.25, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00, 11:00 - 20:00, 14:30 - 17:00,37.54323264,127.0531253,C:\projects\blackmamba\media\119_01.jpg,C:\projects\blackmamba\media\119_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
70,비사벌 전주 콩나물국밥,서울숲,한식,국밥,콩나물국밥,국밥집,"서민적인, 아침식사, 점심식사, 저녁식사, 점심, 아침, 24시간영업",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-448,02-464-8704,콩나물국밥,"9,000원",모주,"2,000원",https://www.diningcode.com/profile.php?rid=RmE10nZ0MLmo,4.5,79,18,0.6,213.3, 07:00 - 22:00,, 07:00 - 22:00,, 07:00 - 22:00,, 07:00 - 22:00,, 07:00 - 22:00,, 07:00 - 22:00,, 07:00 - 22:00,,37.54626805,127.0450318,C:\projects\blackmamba\media\70_01.jpg,C:\projects\blackmamba\media\70_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
357,어메이징 브루잉 컴퍼니 성수점,성수,술집,맥주,수제맥주,피자,"이국적/이색적, 저녁식사, 저녁, 테라스, 야외테라스, 예약가능, 배달",FALSE,FALSE,FALSE,TRUE,TRUE,서울특별시 성동구 성수동1가 27-12,0507-1401-5208,루꼴라 클라시카,"20,000원",마르게리따,"21,000원",https://www.diningcode.com/profile.php?rid=USylzmq2sK8Q,3.9,77,25,0.7,210.21, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 15:00 - 00:00,, 17:00 - 00:00,, 15:00 - 00:00,, 14:00 - 23:00,,37.54288881,127.0493996,C:\projects\blackmamba\media\357_01.jpg,C:\projects\blackmamba\media\357_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
106,유가츠,서울숲,일식,돈카츠,돈까스,김치가츠나베,"캐주얼한, 아침식사, 점심식사, 저녁식사, 저녁, 점심, 아침, 포장가능",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 668-89,02-499-4273,로스(등심)가츠,"12,000원",치즈가츠,"12,000원",https://www.diningcode.com/profile.php?rid=6PXCsqqmBrw6,4.4,79,18,0.6,208.56, 10:00 - 22:00,, 11:30 - 21:00,, 11:30 - 21:00,,휴무일,, 11:30 - 21:00,, 11:30 - 21:00,, 11:30 - 21:00,,37.54726222,127.042307,C:\projects\blackmamba\media\106_01.jpg,C:\projects\blackmamba\media\106_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
208,빠오즈푸 서울숲직영점,서울숲,중식,딤섬,샤오롱바오,중식당,"이국적/이색적, 점심식사, 저녁식사, 저녁, 점심",FALSE,FALSE,FALSE,FALSE,FALSE,서울 성동구 성수동1가 656-1082 1층,0507-1333-9256,고기빠오즈,"8,000원",매운훈둔면,"8,500원",https://www.diningcode.com/profile.php?rid=TYNVhj1aFqRH,4.2,82,19,0.6,206.64, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00,37.54594441,127.0461963,C:\projects\blackmamba\media\208_01.jpg,C:\projects\blackmamba\media\208_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
